Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_Type,Match_ID,Bowler,Player_ID
7,1,29,2,4.14,14.50,21.00,Australia,Sydney,02/17/12,ODI ,3241,Thisara Perera,233514
7,0,37,4,5.16,9.25,10.70,India,Brisbane,02/21/12,ODI ,3246,Thisara Perera,233514
4,0,35,0,8.75,0.00,0.00,Australia,Hobart,02/24/12,ODI ,3248,Thisara Perera,233514
7,0,59,0,8.42,0.00,0.00,India,Hobart,02/28/12,ODI ,3251,Thisara Perera,233514
1,0,8,0,9.60,0.00,0.00,Australia,Melbourne,03/02/12,ODI ,3253,Thisara Perera,233514
6,0,31,0,5.02,0.00,0.00,Pakistan,Pallekele,06/07/12,ODI ,3272,Thisara Perera,233514
10,0,44,6,4.40,7.33,10.00,Pakistan,Pallekele,06/09/12,ODI ,3273,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,Pakistan,Colombo (RPS),06/13/12,ODI ,3274,Thisara Perera,233514
10,1,42,4,4.20,10.50,15.00,Pakistan,Colombo (RPS),06/16/12,ODI ,3275,Thisara Perera,233514
8,0,54,1,6.75,54.00,48.00,Pakistan,Colombo (RPS),06/18/12,ODI ,3277,Thisara Perera,233514
10,0,70,3,7.00,23.33,20.00,India,Hambantota,07/21/12,ODI ,3291,Thisara Perera,233514
8,3,19,3,2.37,6.33,16.00,India,Hambantota,07/24/12,ODI ,3292,Thisara Perera,233514
9,0,57,1,6.33,57.00,54.00,India,Colombo (RPS),07/28/12,ODI ,3293,Thisara Perera,233514
6,0,51,0,8.50,0.00,0.00,India,Colombo (RPS),07/31/12,ODI ,3294,Thisara Perera,233514
10,0,53,1,5.30,53.00,60.00,India,Pallekele,08/04/12,ODI ,3295,Thisara Perera,233514
7,0,52,1,7.42,52.00,42.00,New Zealand,Pallekele,11/04/12,ODI ,3305,Thisara Perera,233514
4,0,22,0,5.50,0.00,0.00,New Zealand,Pallekele,11/06/12,ODI ,3306,Thisara Perera,233514
5,0,16,1,3.20,16.00,30.00,New Zealand,Hambantota,11/10/12,ODI ,3307,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,New Zealand,Hambantota,11/12/12,ODI ,3308,Thisara Perera,233514
4,0,28,0,7.00,0.00,0.00,Australia,Melbourne,01/11/13,ODI ,3317,Thisara Perera,233514
9,0,40,2,4.44,20.00,27.00,Australia,Adelaide,01/13/13,ODI ,3319,Thisara Perera,233514
3,0,14,0,4.66,0.00,0.00,Australia,Brisbane,01/18/13,ODI ,3321,Thisara Perera,233514
10,0,64,2,6.40,32.00,30.00,Australia,Sydney,01/20/13,ODI ,3324,Thisara Perera,233514
6,0,39,1,6.50,39.00,36.00,Australia,Hobart,01/23/13,ODI ,3326,Thisara Perera,233514
8,0,45,1,5.62,45.00,48.00,Bangladesh,Hambantota,03/23/13,ODI ,3349,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,Bangladesh,Hambantota,03/25/13,ODI ,3351,Thisara Perera,233514
5,0,44,0,8.80,0.00,0.00,Bangladesh,Pallekele,03/28/13,ODI ,3352,Thisara Perera,233514
2,0,4,0,2.00,0.00,0.00,New Zealand,Cardiff,06/09/13,ODI ,3366,Thisara Perera,233514
6,0,25,0,4.16,0.00,0.00,India,Cardiff,06/20/13,ODI ,3376,Thisara Perera,233514
7,0,31,3,4.42,10.33,14.00,South Africa,Colombo (RPS),07/20/13,ODI ,3392,Thisara Perera,233514
4,0,23,1,5.75,23.00,24.00,South Africa,Colombo (RPS),07/23/13,ODI ,3394,Thisara Perera,233514
8,0,51,2,6.37,25.50,24.00,South Africa,Pallekele,07/26/13,ODI ,3398,Thisara Perera,233514
3,0,22,0,7.33,0.00,0.00,South Africa,Pallekele,07/28/13,ODI ,3400,Thisara Perera,233514
5,1,17,1,3.40,17.00,30.00,South Africa,Colombo (RPS),07/31/13,ODI ,3401,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,New Zealand,Dambulla,11/16/13,ODI ,3435,Thisara Perera,233514
6,0,53,1,8.83,53.00,36.00,Pakistan,Sharjah,12/18/13,ODI ,3445,Thisara Perera,233514
2,0,19,0,7.12,0.00,0.00,Pakistan,Dubai (DSC),12/20/13,ODI ,3446,Thisara Perera,233514
8,0,58,2,7.25,29.00,24.00,Pakistan,Sharjah,12/22/13,ODI ,3447,Thisara Perera,233514
9,1,35,1,3.88,35.00,54.00,Bangladesh,Dhaka,02/17/14,ODI ,3469,Thisara Perera,233514
6,0,40,2,6.66,20.00,18.00,Bangladesh,Dhaka,02/20/14,ODI ,3470,Thisara Perera,233514
9,0,39,1,4.33,39.00,54.00,Bangladesh,Dhaka,02/22/14,ODI ,3471,Thisara Perera,233514
6,0,36,0,6.00,0.00,0.00,Pakistan,Fatullah,02/25/14,ODI ,3473,Thisara Perera,233514
6,0,40,0,6.00,0.00,0.00,India,Fatullah,02/28/14,ODI ,3476,Thisara Perera,233514
10,2,29,3,2.90,9.66,20.00,Afghanistan,Dhaka,03/03/14,ODI ,3481,Thisara Perera,233514
8,0,29,2,3.62,14.50,24.00,Bangladesh,Dhaka,03/06/14,ODI ,3485,Thisara Perera,233514
10,1,66,0,6.60,0.00,0.00,Pakistan,Dhaka,03/08/14,ODI ,3486,Thisara Perera,233514
3,0,25,0,8.33,0.00,0.00,England,The Oval,05/22/14,ODI ,3492,Thisara Perera,233514
7,0,43,2,6.14,21.50,21.00,Pakistan,Hambantota,08/23/14,ODI ,3512,Thisara Perera,233514
3,0,19,3,6.33,6.33,6.00,Pakistan,Hambantota,08/26/14,ODI ,3515,Thisara Perera,233514
8,1,34,4,4.25,8.50,12.00,Pakistan,Dambulla,08/30/14,ODI ,3519,Thisara Perera,233514
7,0,51,0,7.28,0.00,0.00,India,Cuttack,11/02/14,ODI ,3539,Thisara Perera,233514
4,0,35,0,8.75,0.00,0.00,India,Ahmedabad,11/06/14,ODI ,3540,Thisara Perera,233514
7,0,33,1,4.71,33.00,42.00,India,Hyderabad (Deccan),11/09/14,ODI ,3543,Thisara Perera,233514
5,0,43,0,8.60,0.00,0.00,India,Kolkata,11/13/14,ODI ,3544,Thisara Perera,233514
3,0,20,0,6.66,0.00,0.00,India,Ranchi,11/16/14,ODI ,3547,Thisara Perera,233514
9,1,44,3,4.80,14.66,18.30,England,Colombo (RPS),11/26/14,ODI ,3554,Thisara Perera,233514
3,0,16,1,5.33,16.00,18.00,England,Colombo (RPS),11/29/14,ODI ,3557,Thisara Perera,233514
3,0,18,0,6.00,0.00,0.00,England,Hambantota,12/03/14,ODI ,3561,Thisara Perera,233514
2,0,19,0,9.50,0.00,0.00,England,Colombo (RPS),12/07/14,ODI ,3563,Thisara Perera,233514
6,0,26,1,4.33,26.00,36.00,England,Pallekele,12/10/14,ODI ,3565,Thisara Perera,233514
3,0,21,0,7.00,0.00,0.00,England,Pallekele,12/13/14,ODI ,3567,Thisara Perera,233514
3,0,22,0,7.33,0.00,0.00,England,Colombo (RPS),12/16/14,ODI ,3569,Thisara Perera,233514
7,0,29,0,4.14,0.00,0.00,New Zealand,Christchurch,01/11/15,ODI ,3574,Thisara Perera,233514
4,0,41,0,10.25,0.00,0.00,New Zealand,Hamilton,01/15/15,ODI ,3577,Thisara Perera,233514
3,0,24,0,8.00,0.00,0.00,New Zealand,Auckland,01/17/15,ODI ,3580,Thisara Perera,233514
8,0,58,1,7.25,58.00,48.00,New Zealand,Nelson,01/20/15,ODI ,3585,Thisara Perera,233514
10,0,49,1,4.90,49.00,60.00,New Zealand,Dunedin,01/23/15,ODI ,3588,Thisara Perera,233514
10,0,86,1,8.60,86.00,60.00,New Zealand,Dunedin,01/25/15,ODI ,3590,Thisara Perera,233514
5,0,42,1,8.40,42.00,30.00,New Zealand,Wellington,01/29/15,ODI ,3594,Thisara Perera,233514
10,0,54,1,5.40,54.00,60.00,Afghanistan,Dunedin,02/22/15,ODI ,3609,Thisara Perera,233514
6,0,33,1,5.21,33.00,38.00,Bangladesh,Melbourne,02/26/15,ODI ,3615,Thisara Perera,233514
8,0,55,1,6.73,55.00,49.00,England,Wellington,03/01/15,ODI ,3619,Thisara Perera,233514
9,0,87,2,9.66,43.50,27.00,Australia,Sydney,03/08/15,ODI ,3629,Thisara Perera,233514
7,0,41,1,5.85,41.00,42.00,Scotland,Hobart,03/11/15,ODI ,3632,Thisara Perera,233514
1,0,10,0,10.00,0.00,0.00,South Africa,Sydney,03/18/15,ODI ,3640,Thisara Perera,233514
8,0,32,1,4.00,32.00,48.00,Pakistan,Dambulla,07/11/15,ODI ,3664,Thisara Perera,233514
2,0,15,0,7.50,0.00,0.00,Pakistan,Pallekele,07/15/15,ODI ,3669,Thisara Perera,233514
10,0,63,0,6.30,0.00,0.00,Pakistan,Colombo (RPS),07/19/15,ODI ,3670,Thisara Perera,233514
8,0,38,2,4.75,19.00,24.00,Pakistan,Hambantota,07/26/15,ODI ,3672,Thisara Perera,233514
2,0,13,1,6.50,13.00,12.00,New Zealand,Nelson,01/02/16,ODI ,3718,Thisara Perera,233514
6,0,45,0,7.50,0.00,0.00,New Zealand,Mount Maunganui,01/05/16,ODI ,3721,Thisara Perera,233514
5,1,25,1,5.00,25.00,30.00,Australia,Colombo (RPS),08/21/16,ODI ,3768,Thisara Perera,233514
5,0,33,3,6.60,11.00,10.00,Australia,Colombo (RPS),08/24/16,ODI ,3769,Thisara Perera,233514
2,0,18,0,9.00,0.00,0.00,Australia,Dambulla,08/28/16,ODI ,3772,Thisara Perera,233514
3,1,24,0,8.00,0.00,0.00,Australia,Dambulla,08/31/16,ODI ,3774,Thisara Perera,233514
8,0,63,0,7.87,0.00,0.00,Bangladesh,Dambulla,03/25/17,ODI ,3855,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dambulla,03/28/17,ODI ,3856,Thisara Perera,233514
2,0,14,0,7.00,0.00,0.00,Bangladesh,Colombo (SSC),04/01/17,ODI ,3858,Thisara Perera,233514
9,0,54,1,6.00,54.00,54.00,India,The Oval,06/08/17,ODI ,3882,Thisara Perera,233514
8,0,43,1,5.37,43.00,48.00,Pakistan,Cardiff,06/12/17,ODI ,3888,Thisara Perera,233514
2,0,18,0,9.00,0.00,0.00,India,Dambulla,08/20/17,ODI ,3905,Thisara Perera,233514
8,0,68,1,8.50,68.00,48.00,Pakistan,Dubai (DSC),10/13/17,ODI ,3922,Thisara Perera,233514
10,0,34,2,3.40,17.00,30.00,Pakistan,Abu Dhabi,10/16/17,ODI ,3924,Thisara Perera,233514
4,0,22,1,5.50,22.00,24.00,Pakistan,Abu Dhabi,10/18/17,ODI ,3926,Thisara Perera,233514
4,0,16,0,4.00,0.00,0.00,Pakistan,Sharjah,10/20/17,ODI ,3927,Thisara Perera,233514
2,0,18,0,9.00,0.00,0.00,Pakistan,Sharjah,10/23/17,ODI ,3930,Thisara Perera,233514
4,0,29,1,6.69,29.00,26.00,India,Dharamsala,12/10/17,ODI ,3939,Thisara Perera,233514
8,0,80,3,10.00,26.66,16.00,India,Mohali,12/13/17,ODI ,3941,Thisara Perera,233514
5,0,25,1,5.00,25.00,30.00,India,Visakhapatnam,12/17/17,ODI ,3942,Thisara Perera,233514
10,0,43,2,4.30,21.50,30.00,Zimbabwe,Dhaka,01/17/18,ODI ,3955,Thisara Perera,233514
9,0,60,3,6.66,20.00,18.00,Bangladesh,Dhaka,01/19/18,ODI ,3959,Thisara Perera,233514
8,0,33,4,4.12,8.25,12.00,Zimbabwe,Dhaka,01/21/18,ODI ,3962,Thisara Perera,233514
6,0,27,2,4.50,13.50,18.00,Bangladesh,Dhaka,01/25/18,ODI ,3965,Thisara Perera,233514
7,0,31,0,4.42,0.00,0.00,Bangladesh,Dhaka,01/27/18,ODI ,3967,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,South Africa,Dambulla,07/29/18,ODI ,4025,Thisara Perera,233514
7,0,34,1,4.85,34.00,42.00,South Africa,Dambulla,08/01/18,ODI ,4027,Thisara Perera,233514
10,0,75,4,7.50,18.75,15.00,South Africa,Pallekele,08/05/18,ODI ,4029,Thisara Perera,233514
4,0,32,2,8.00,16.00,12.00,South Africa,Pallekele,08/08/18,ODI ,4030,Thisara Perera,233514
2,0,14,0,7.00,0.00,0.00,South Africa,Colombo (RPS),08/12/18,ODI ,4031,Thisara Perera,233514
7,0,51,1,6.80,51.00,45.00,Bangladesh,Dubai (DSC),09/15/18,ODI ,4036,Thisara Perera,233514
9,0,55,5,6.11,11.00,10.80,Afghanistan,Abu Dhabi,09/17/18,ODI ,4038,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,England,Dambulla,10/10/18,ODI ,4052,Thisara Perera,233514
7,0,37,1,5.28,37.00,42.00,England,Dambulla,10/13/18,ODI ,4053,Thisara Perera,233514
1,0,8,0,8.00,0.00,0.00,England,Pallekele,10/17/18,ODI ,4054,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,England,Pallekele,10/20/18,ODI ,4055,Thisara Perera,233514
2,0,18,0,9.00,0.00,0.00,England,Colombo (RPS),10/23/18,ODI ,4058,Thisara Perera,233514
10,0,80,2,8.00,40.00,30.00,New Zealand,Mount Maunganui,01/03/19,ODI ,4074,Thisara Perera,233514
7,0,69,0,9.85,0.00,0.00,New Zealand,Mount Maunganui,01/05/19,ODI ,4075,Thisara Perera,233514
2,0,8,0,4.00,0.00,0.00,New Zealand,Nelson,01/08/19,ODI ,4076,Thisara Perera,233514
3,0,22,0,7.33,0.00,0.00,South Africa,Johannesburg,03/03/19,ODI ,4104,Thisara Perera,233514
7,0,26,3,3.71,8.66,14.00,South Africa,Centurion,03/06/19,ODI ,4107,Thisara Perera,233514
5,0,38,0,7.60,0.00,0.00,South Africa,Durban,03/10/19,ODI ,4112,Thisara Perera,233514
3,0,13,0,4.58,0.00,0.00,South Africa,Port Elizabeth,03/13/19,ODI ,4114,Thisara Perera,233514
5,0,20,1,4.00,20.00,30.00,South Africa,Cape Town,03/16/19,ODI ,4115,Thisara Perera,233514
0,0,0,0,0.00,0.00,0.00,Australia,Adelaide,01/13/13,ODI ,3319,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Australia,Brisbane,01/18/13,ODI ,3321,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Australia,Sydney,01/20/13,ODI ,3324,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Australia,Hobart,01/23/13,ODI ,3326,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Hambantota,03/23/13,ODI ,3349,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Hambantota,03/25/13,ODI ,3351,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Pallekele,03/28/13,ODI ,3352,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,New Zealand,Cardiff,06/09/13,ODI ,3366,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,The Oval,06/13/13,ODI ,3370,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Australia,The Oval,06/17/13,ODI ,3374,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Cardiff,06/20/13,ODI ,3376,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Kingston,07/02/13,ODI ,3382,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Port of Spain,07/11/13,ODI ,3388,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,South Africa,Colombo (RPS),07/31/13,ODI ,3401,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Sharjah,12/18/13,ODI ,3445,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Dubai (DSC),12/20/13,ODI ,3446,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Sharjah,12/22/13,ODI ,3447,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Abu Dhabi,12/25/13,ODI ,3448,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Abu Dhabi,12/27/13,ODI ,3450,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,02/17/14,ODI ,3469,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,02/20/14,ODI ,3470,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,02/22/14,ODI ,3471,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Fatullah,02/25/14,ODI ,3473,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Fatullah,02/28/14,ODI ,3476,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Afghanistan,Dhaka,03/03/14,ODI ,3481,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,03/06/14,ODI ,3485,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,03/08/14,ODI ,3486,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin,05/06/14,ODI ,3490,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Lord's,05/31/14,ODI ,3495,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Birmingham,06/03/14,ODI ,3496,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,South Africa,Colombo (RPS),07/06/14,ODI ,3500,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,South Africa,Pallekele,07/09/14,ODI ,3501,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,South Africa,Hambantota,07/12/14,ODI ,3502,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Ahmedabad,11/06/14,ODI ,3540,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Hyderabad (Deccan),11/09/14,ODI ,3543,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,India,Kolkata,11/13/14,ODI ,3544,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Colombo (RPS),11/26/14,ODI ,3554,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Colombo (RPS),11/29/14,ODI ,3557,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Hambantota,12/03/14,ODI ,3561,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Colombo (RPS),12/07/14,ODI ,3563,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Pallekele,12/10/14,ODI ,3565,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Scotland,Hobart,03/11/15,ODI ,3632,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,South Africa,Sydney,03/18/15,ODI ,3640,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Dambulla,07/11/15,ODI ,3664,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Pallekele,07/15/15,ODI ,3669,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Colombo (RPS),07/19/15,ODI ,3670,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Colombo (RPS),07/22/15,ODI ,3671,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Pakistan,Hambantota,07/26/15,ODI ,3672,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,West Indies,Colombo (RPS),11/01/15,ODI ,3701,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,West Indies,Colombo (RPS),11/04/15,ODI ,3702,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,West Indies,Pallekele,11/07/15,ODI ,3704,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),06/16/16,ODI ,3748,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),06/18/16,ODI ,3749,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Nottingham,06/21/16,ODI ,3751,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Birmingham,06/24/16,ODI ,3753,Kusal Perera ,300631
0,0,0,0,0.00,0.00,0.00,England,Bristol,06/26/16,ODI ,3755,Kusal Perera ,300631
